evarname,pvarname,n,e_table_name,p_table_name
LBXME,TeloMean,2310,L19_B,TELO_B
LBXME,TeloStd,2310,L19_B,TELO_B
LBXVAR,TeloMean,2310,L19_B,TELO_B
LBXVAR,TeloStd,2310,L19_B,TELO_B
LBDVIDMS,TeloMean,4239,VID_B,TELO_B
LBDVIDMS,TeloStd,4239,VID_B,TELO_B
LBXALC,TeloMean,4252,L06VIT_B,TELO_B
LBXALC,TeloStd,4252,L06VIT_B,TELO_B
LBXBEC,TeloMean,4254,L06VIT_B,TELO_B
LBXBEC,TeloStd,4254,L06VIT_B,TELO_B
LBXCBC,TeloMean,4252,L06VIT_B,TELO_B
LBXCBC,TeloStd,4252,L06VIT_B,TELO_B
LBXCRY,TeloMean,4231,L06VIT_B,TELO_B
LBXCRY,TeloStd,4231,L06VIT_B,TELO_B
LBXGTC,TeloMean,4228,L06VIT_B,TELO_B
LBXGTC,TeloStd,4228,L06VIT_B,TELO_B
LBXLUZ,TeloMean,4248,L06VIT_B,TELO_B
LBXLUZ,TeloStd,4248,L06VIT_B,TELO_B
LBXLYC,TeloMean,4248,L06VIT_B,TELO_B
LBXLYC,TeloStd,4248,L06VIT_B,TELO_B
LBXRPL,TeloMean,4107,L06VIT_B,TELO_B
LBXRPL,TeloStd,4107,L06VIT_B,TELO_B
LBXRST,TeloMean,4129,L06VIT_B,TELO_B
LBXRST,TeloStd,4129,L06VIT_B,TELO_B
LBXVIA,TeloMean,4257,L06VIT_B,TELO_B
LBXVIA,TeloStd,4257,L06VIT_B,TELO_B
LBXVIE,TeloMean,4257,L06VIT_B,TELO_B
LBXVIE,TeloStd,4257,L06VIT_B,TELO_B
LBXBV,TeloMean,1115,l34_b,TELO_B
LBXBV,TeloStd,1115,l34_b,TELO_B
LBXTV,TeloMean,1116,l34_b,TELO_B
LBXTV,TeloStd,1116,l34_b,TELO_B
LBXCD4,TeloMean,21,L03_B,TELO_B
LBXCD4,TeloStd,21,L03_B,TELO_B
LBXCD8,TeloMean,21,L03_B,TELO_B
LBXCD8,TeloStd,21,L03_B,TELO_B
LBXHA,TeloMean,4259,L02HPA_B,TELO_B
LBXHA,TeloStd,4259,L02HPA_B,TELO_B
LBXHBS,TeloMean,4256,L02HBS_B,TELO_B
LBXHBS,TeloStd,4256,L02HBS_B,TELO_B
LBXHE1,TeloMean,2296,l09_b,TELO_B
LBXHE1,TeloStd,2296,l09_b,TELO_B
LBXHE2,TeloMean,2296,l09_b,TELO_B
LBXHE2,TeloStd,2296,l09_b,TELO_B
LBXMS1,TeloMean,4163,L35_B,TELO_B
LBXMS1,TeloStd,4163,L35_B,TELO_B
LBXSY1,TeloMean,2294,L36_B,TELO_B
LBXSY1,TeloStd,2294,L36_B,TELO_B
LBXTO3,TeloMean,4,L17_B,TELO_B
LBXTO3,TeloStd,4,L17_B,TELO_B
LBXTO4,TeloMean,2311,L17_B,TELO_B
LBXTO4,TeloStd,2311,L17_B,TELO_B
LBXTO4IN,TeloMean,2311,L17_B,TELO_B
LBXTO4IN,TeloStd,2311,L17_B,TELO_B
LBXTO5,TeloMean,2,L17_B,TELO_B
LBXTO5,TeloStd,2,L17_B,TELO_B
LBXTO5IN,TeloMean,2311,L17_B,TELO_B
LBXTO5IN,TeloStd,2311,L17_B,TELO_B
LBXV4C,TeloMean,886,L04VOC_B,TELO_B
LBXV4C,TeloStd,886,L04VOC_B,TELO_B
LBXVBF,TeloMean,716,L04VOC_B,TELO_B
LBXVBF,TeloStd,716,L04VOC_B,TELO_B
LBXVBM,TeloMean,724,L04VOC_B,TELO_B
LBXVBM,TeloStd,724,L04VOC_B,TELO_B
LBXVBZ,TeloMean,767,L04VOC_B,TELO_B
LBXVBZ,TeloStd,767,L04VOC_B,TELO_B
LBXVCF,TeloMean,685,L04VOC_B,TELO_B
LBXVCF,TeloStd,685,L04VOC_B,TELO_B
LBXVCM,TeloMean,721,L04VOC_B,TELO_B
LBXVCM,TeloStd,721,L04VOC_B,TELO_B
LBXVCT,TeloMean,685,L04VOC_B,TELO_B
LBXVCT,TeloStd,685,L04VOC_B,TELO_B
LBXVDB,TeloMean,736,L04VOC_B,TELO_B
LBXVDB,TeloStd,736,L04VOC_B,TELO_B
LBXVEB,TeloMean,805,L04VOC_B,TELO_B
LBXVEB,TeloStd,805,L04VOC_B,TELO_B
LBXVME,TeloMean,617,L04VOC_B,TELO_B
LBXVME,TeloStd,617,L04VOC_B,TELO_B
LBXVOX,TeloMean,891,L04VOC_B,TELO_B
LBXVOX,TeloStd,891,L04VOC_B,TELO_B
LBXVST,TeloMean,860,L04VOC_B,TELO_B
LBXVST,TeloStd,860,L04VOC_B,TELO_B
LBXVTC,TeloMean,837,L04VOC_B,TELO_B
LBXVTC,TeloStd,837,L04VOC_B,TELO_B
LBXVTO,TeloMean,866,L04VOC_B,TELO_B
LBXVTO,TeloStd,866,L04VOC_B,TELO_B
LBXVXY,TeloMean,877,L04VOC_B,TELO_B
LBXVXY,TeloStd,877,L04VOC_B,TELO_B
LBXVID,TeloMean,4239,L06VID_B,TELO_B
LBXVID,TeloStd,4239,L06VID_B,TELO_B
PAQ_home_met,TeloMean,4132,PAQ_B,TELO_B
PAQ_home_met,TeloStd,4132,PAQ_B,TELO_B
PAQ_home_week,TeloMean,4132,PAQ_B,TELO_B
PAQ_home_week,TeloStd,4132,PAQ_B,TELO_B
PAQ_leisure_met,TeloMean,4139,PAQ_B,TELO_B
PAQ_leisure_met,TeloStd,4139,PAQ_B,TELO_B
PAQ_sedentary_activity_min_per_day,TeloMean,0,PAQ_B,TELO_B
PAQ_sedentary_activity_min_per_day,TeloStd,0,PAQ_B,TELO_B
PAQ_strengthening_days,TeloMean,4130,PAQ_B,TELO_B
PAQ_strengthening_days,TeloStd,4130,PAQ_B,TELO_B
PAQ_strengthening_met,TeloMean,4130,PAQ_B,TELO_B
PAQ_strengthening_met,TeloStd,4130,PAQ_B,TELO_B
PAQ_strengthening_week,TeloMean,4130,PAQ_B,TELO_B
PAQ_strengthening_week,TeloStd,4130,PAQ_B,TELO_B
PAQ_total_met,TeloMean,4053,PAQ_B,TELO_B
PAQ_total_met,TeloStd,4053,PAQ_B,TELO_B
PAQ_walk_days,TeloMean,4124,PAQ_B,TELO_B
PAQ_walk_days,TeloStd,4124,PAQ_B,TELO_B
PAQ_walk_days_per_week,TeloMean,4124,PAQ_B,TELO_B
PAQ_walk_days_per_week,TeloStd,4124,PAQ_B,TELO_B
PAQ_walk_met,TeloMean,4124,PAQ_B,TELO_B
PAQ_walk_met,TeloStd,4124,PAQ_B,TELO_B
PAQ_work_met,TeloMean,4254,PAQ_B,TELO_B
PAQ_work_met,TeloStd,4254,PAQ_B,TELO_B
walk_min_per_day,TeloMean,965,PAQ_B,TELO_B
walk_min_per_day,TeloStd,965,PAQ_B,TELO_B
SMD415,TeloMean,868,SMQFAM_B,TELO_B
SMD415,TeloStd,868,SMQFAM_B,TELO_B
SMD415A,TeloMean,841,SMQFAM_B,TELO_B
SMD415A,TeloStd,841,SMQFAM_B,TELO_B
SMD630,TeloMean,0,SMQMEC_B,TELO_B
SMD630,TeloStd,0,SMQMEC_B,TELO_B
SMQ670,TeloMean,0,SMQMEC_B,TELO_B
SMQ670,TeloStd,0,SMQMEC_B,TELO_B
SMQ710,TeloMean,914,SMQMEC_B,TELO_B
SMQ710,TeloStd,914,SMQMEC_B,TELO_B
SMQ720,TeloMean,914,SMQMEC_B,TELO_B
SMQ720,TeloStd,914,SMQMEC_B,TELO_B
SMQ725,TeloMean,914,SMQMEC_B,TELO_B
SMQ725,TeloStd,914,SMQMEC_B,TELO_B
SMQ740,TeloMean,6,SMQMEC_B,TELO_B
SMQ740,TeloStd,6,SMQMEC_B,TELO_B
SMQ770,TeloMean,59,SMQMEC_B,TELO_B
SMQ770,TeloStd,59,SMQMEC_B,TELO_B
SMQ800,TeloMean,32,SMQMEC_B,TELO_B
SMQ800,TeloStd,32,SMQMEC_B,TELO_B
SMQ817,TeloMean,41,SMQMEC_B,TELO_B
SMQ817,TeloStd,41,SMQMEC_B,TELO_B
SMQ830,TeloMean,8,SMQMEC_B,TELO_B
SMQ830,TeloStd,8,SMQMEC_B,TELO_B
SMQ840,TeloMean,8,SMQMEC_B,TELO_B
SMQ840,TeloStd,8,SMQMEC_B,TELO_B
SMQ_current_ever_never,TeloMean,4254,SMQ_B,TELO_B
SMQ_current_ever_never,TeloStd,4254,SMQ_B,TELO_B
SMQ_how_long_since_quit_years,TeloMean,1122,SMQ_B,TELO_B
SMQ_how_long_since_quit_years,TeloStd,1122,SMQ_B,TELO_B
URX24D,TeloMean,1316,l26PP_B,TELO_B
URX24D,TeloStd,1316,l26PP_B,TELO_B
URX25T,TeloMean,1382,l26PP_B,TELO_B
URX25T,TeloStd,1382,l26PP_B,TELO_B
URX4FP,TeloMean,1383,l26PP_B,TELO_B
URX4FP,TeloStd,1383,l26PP_B,TELO_B
URXACE,TeloMean,1361,l26PP_B,TELO_B
URXACE,TeloStd,1361,l26PP_B,TELO_B
URXCB3,TeloMean,1383,l26PP_B,TELO_B
URXCB3,TeloStd,1383,l26PP_B,TELO_B
URXCCC,TeloMean,1383,l26PP_B,TELO_B
URXCCC,TeloStd,1383,l26PP_B,TELO_B
URXCMH,TeloMean,1345,l26PP_B,TELO_B
URXCMH,TeloStd,1345,l26PP_B,TELO_B
URXCPM,TeloMean,1363,l26PP_B,TELO_B
URXCPM,TeloStd,1363,l26PP_B,TELO_B
URXDEE,TeloMean,1382,l26PP_B,TELO_B
URXDEE,TeloStd,1382,l26PP_B,TELO_B
URXDIZ,TeloMean,1382,l26PP_B,TELO_B
URXDIZ,TeloStd,1382,l26PP_B,TELO_B
URXDPY,TeloMean,1353,l26PP_B,TELO_B
URXDPY,TeloStd,1353,l26PP_B,TELO_B
URXMET,TeloMean,1382,l26PP_B,TELO_B
URXMET,TeloStd,1382,l26PP_B,TELO_B
URXOP1,TeloMean,1370,l26PP_B,TELO_B
URXOP1,TeloStd,1370,l26PP_B,TELO_B
URXOP2,TeloMean,1370,l26PP_B,TELO_B
URXOP2,TeloStd,1370,l26PP_B,TELO_B
URXOP3,TeloMean,1369,l26PP_B,TELO_B
URXOP3,TeloStd,1369,l26PP_B,TELO_B
URXOP4,TeloMean,1369,l26PP_B,TELO_B
URXOP4,TeloStd,1369,l26PP_B,TELO_B
URXOP5,TeloMean,1369,l26PP_B,TELO_B
URXOP5,TeloStd,1369,l26PP_B,TELO_B
URXOP6,TeloMean,1365,l26PP_B,TELO_B
URXOP6,TeloStd,1365,l26PP_B,TELO_B
URXOPM,TeloMean,1383,l26PP_B,TELO_B
URXOPM,TeloStd,1383,l26PP_B,TELO_B
URXPAR,TeloMean,1349,l26PP_B,TELO_B
URXPAR,TeloStd,1349,l26PP_B,TELO_B
URXTCC,TeloMean,1378,l26PP_B,TELO_B
URXTCC,TeloStd,1378,l26PP_B,TELO_B
URXDAZ,TeloMean,1431,PHPYPA_B,TELO_B
URXDAZ,TeloStd,1431,PHPYPA_B,TELO_B
URXDMA,TeloMean,1431,PHPYPA_B,TELO_B
URXDMA,TeloStd,1431,PHPYPA_B,TELO_B
URXEQU,TeloMean,1431,PHPYPA_B,TELO_B
URXEQU,TeloStd,1431,PHPYPA_B,TELO_B
URXETD,TeloMean,1431,PHPYPA_B,TELO_B
URXETD,TeloStd,1431,PHPYPA_B,TELO_B
URXETL,TeloMean,1431,PHPYPA_B,TELO_B
URXETL,TeloStd,1431,PHPYPA_B,TELO_B
URXGNS,TeloMean,1431,PHPYPA_B,TELO_B
URXGNS,TeloStd,1431,PHPYPA_B,TELO_B
URXMBP,TeloMean,1426,PHPYPA_B,TELO_B
URXMBP,TeloStd,1426,PHPYPA_B,TELO_B
URXMC1,TeloMean,1426,PHPYPA_B,TELO_B
URXMC1,TeloStd,1426,PHPYPA_B,TELO_B
URXMCP,TeloMean,1426,PHPYPA_B,TELO_B
URXMCP,TeloStd,1426,PHPYPA_B,TELO_B
URXMEP,TeloMean,1426,PHPYPA_B,TELO_B
URXMEP,TeloStd,1426,PHPYPA_B,TELO_B
URXMHH,TeloMean,1426,PHPYPA_B,TELO_B
URXMHH,TeloStd,1426,PHPYPA_B,TELO_B
URXMHP,TeloMean,1426,PHPYPA_B,TELO_B
URXMHP,TeloStd,1426,PHPYPA_B,TELO_B
URXMIB,TeloMean,1426,PHPYPA_B,TELO_B
URXMIB,TeloStd,1426,PHPYPA_B,TELO_B
URXMNM,TeloMean,1426,PHPYPA_B,TELO_B
URXMNM,TeloStd,1426,PHPYPA_B,TELO_B
URXMNP,TeloMean,1426,PHPYPA_B,TELO_B
URXMNP,TeloStd,1426,PHPYPA_B,TELO_B
URXMOH,TeloMean,1426,PHPYPA_B,TELO_B
URXMOH,TeloStd,1426,PHPYPA_B,TELO_B
URXMOP,TeloMean,1426,PHPYPA_B,TELO_B
URXMOP,TeloStd,1426,PHPYPA_B,TELO_B
URXMZP,TeloMean,1426,PHPYPA_B,TELO_B
URXMZP,TeloStd,1426,PHPYPA_B,TELO_B
URXP01,TeloMean,1409,PHPYPA_B,TELO_B
URXP01,TeloStd,1409,PHPYPA_B,TELO_B
URXP02,TeloMean,1409,PHPYPA_B,TELO_B
URXP02,TeloStd,1409,PHPYPA_B,TELO_B
URXP03,TeloMean,1408,PHPYPA_B,TELO_B
URXP03,TeloStd,1408,PHPYPA_B,TELO_B
URXP04,TeloMean,1408,PHPYPA_B,TELO_B
URXP04,TeloStd,1408,PHPYPA_B,TELO_B
URXP05,TeloMean,1403,PHPYPA_B,TELO_B
URXP05,TeloStd,1403,PHPYPA_B,TELO_B
URXP06,TeloMean,1403,PHPYPA_B,TELO_B
URXP06,TeloStd,1403,PHPYPA_B,TELO_B
URXP07,TeloMean,1404,PHPYPA_B,TELO_B
URXP07,TeloStd,1404,PHPYPA_B,TELO_B
URXP09,TeloMean,0,PHPYPA_B,TELO_B
URXP09,TeloStd,0,PHPYPA_B,TELO_B
URXP10,TeloMean,1407,PHPYPA_B,TELO_B
URXP10,TeloStd,1407,PHPYPA_B,TELO_B
URXUBA,TeloMean,1365,L06HM_B,TELO_B
URXUBA,TeloStd,1365,L06HM_B,TELO_B
URXUBE,TeloMean,1365,L06HM_B,TELO_B
URXUBE,TeloStd,1365,L06HM_B,TELO_B
URXUCO,TeloMean,1365,L06HM_B,TELO_B
URXUCO,TeloStd,1365,L06HM_B,TELO_B
URXUCS,TeloMean,1365,L06HM_B,TELO_B
URXUCS,TeloStd,1365,L06HM_B,TELO_B
URXUMO,TeloMean,1365,L06HM_B,TELO_B
URXUMO,TeloStd,1365,L06HM_B,TELO_B
URXUPB,TeloMean,1365,L06HM_B,TELO_B
URXUPB,TeloStd,1365,L06HM_B,TELO_B
URXUPT,TeloMean,1365,L06HM_B,TELO_B
URXUPT,TeloStd,1365,L06HM_B,TELO_B
URXUSB,TeloMean,1365,L06HM_B,TELO_B
URXUSB,TeloStd,1365,L06HM_B,TELO_B
URXUTL,TeloMean,1351,L06HM_B,TELO_B
URXUTL,TeloStd,1351,L06HM_B,TELO_B
URXUTU,TeloMean,1352,L06HM_B,TELO_B
URXUTU,TeloStd,1352,L06HM_B,TELO_B
URXUCL,TeloMean,1524,L05_B,TELO_B
URXUCL,TeloStd,1524,L05_B,TELO_B
URXUGC,TeloMean,1524,L05_B,TELO_B
URXUGC,TeloStd,1524,L05_B,TELO_B
