pvarname,evarname,n,e_table_name,p_table_name
CFDDS,URXMX3,431,CAFE_G,CFQ_G
CFDDS,URXMX4,431,CAFE_G,CFQ_G
CFDDS,URXMX5,431,CAFE_G,CFQ_G
CFDDS,URXMX6,431,CAFE_G,CFQ_G
CFDDS,URXMX7,431,CAFE_G,CFQ_G
CFDDS,URXBP3,457,EPH_G,CFQ_G
CFDDS,URXBPH,457,EPH_G,CFQ_G
CFDDS,URXBUP,457,EPH_G,CFQ_G
CFDDS,URXEPB,457,EPH_G,CFQ_G
CFDDS,URXMPB,457,EPH_G,CFQ_G
CFDDS,URXPPB,457,EPH_G,CFQ_G
CFDDS,URXTRS,457,EPH_G,CFQ_G
CFDDS,URXCNP,457,PHTHTE_G,CFQ_G
CFDDS,URXCOP,457,PHTHTE_G,CFQ_G
CFDDS,URXECP,457,PHTHTE_G,CFQ_G
CFDDS,URXMBP,457,PHTHTE_G,CFQ_G
CFDDS,URXMC1,457,PHTHTE_G,CFQ_G
CFDDS,URXMEP,457,PHTHTE_G,CFQ_G
CFDDS,URXMHH,457,PHTHTE_G,CFQ_G
CFDDS,URXMHNC,457,PHTHTE_G,CFQ_G
CFDDS,URXMHP,457,PHTHTE_G,CFQ_G
CFDDS,URXMIB,457,PHTHTE_G,CFQ_G
CFDDS,URXMNM,457,PHTHTE_G,CFQ_G
CFDDS,URXMNP,457,PHTHTE_G,CFQ_G
CFDDS,URXMOH,457,PHTHTE_G,CFQ_G
CFDDS,URXMZP,457,PHTHTE_G,CFQ_G
CFDDS,URXDEA,435,DEET_G,CFQ_G
CFDDS,URXDEE,437,DEET_G,CFQ_G
CFDDS,URXDHD,435,DEET_G,CFQ_G
CFDDS,URXNO3,456,PERNT_G,CFQ_G
CFDDS,URXSCN,456,PERNT_G,CFQ_G
CFDDS,URXUP8,456,PERNT_G,CFQ_G
CFDDS,URXOP1,434,OPD_G,CFQ_G
CFDDS,URXOP2,436,OPD_G,CFQ_G
CFDDS,URXOP3,437,OPD_G,CFQ_G
CFDDS,URXOP4,428,OPD_G,CFQ_G
CFDDS,URXOP5,438,OPD_G,CFQ_G
CFDDS,URXOP6,438,OPD_G,CFQ_G
CFDDS,URXP01,458,PAH_G,CFQ_G
CFDDS,URXP02,458,PAH_G,CFQ_G
CFDDS,URXP03,457,PAH_G,CFQ_G
CFDDS,URXP04,458,PAH_G,CFQ_G
CFDDS,URXP05,457,PAH_G,CFQ_G
CFDDS,URXP06,458,PAH_G,CFQ_G
CFDDS,URXP07,456,PAH_G,CFQ_G
CFDDS,URXP10,458,PAH_G,CFQ_G
CFDDS,URXP17,458,PAH_G,CFQ_G
CFDDS,URXUAB,465,UAS_G,CFQ_G
CFDDS,URXUAC,465,UAS_G,CFQ_G
CFDDS,URXUAS,462,UAS_G,CFQ_G
CFDDS,URXUAS3,465,UAS_G,CFQ_G
CFDDS,URXUAS5,465,UAS_G,CFQ_G
CFDDS,URXUDMA,465,UAS_G,CFQ_G
CFDDS,URXUMMA,465,UAS_G,CFQ_G
CFDDS,URXUTM,465,UAS_G,CFQ_G
CFDDS,URXUBA,462,UHM_G,CFQ_G
CFDDS,URXUCD,462,UHM_G,CFQ_G
CFDDS,URXUCO,462,UHM_G,CFQ_G
CFDDS,URXUCS,462,UHM_G,CFQ_G
CFDDS,URXUMN,462,UHM_G,CFQ_G
CFDDS,URXUMO,462,UHM_G,CFQ_G
CFDDS,URXUPB,462,UHM_G,CFQ_G
CFDDS,URXUSB,462,UHM_G,CFQ_G
CFDDS,URXUSN,462,UHM_G,CFQ_G
CFDDS,URXUSR,461,UHM_G,CFQ_G
CFDDS,URXUTL,462,UHM_G,CFQ_G
CFDDS,URXUTU,459,UHM_G,CFQ_G
CFDDS,URXUCL,0,CHLMDA_G,CFQ_G
CFDDS,URXUHG,464,UHG_G,CFQ_G
CFDDS,DRDTSODI,1255,DRXTOT,CFQ
CFDDS,DRXTALCO,1255,DRXTOT,CFQ
CFDDS,DRXTCAFF,1255,DRXTOT,CFQ
CFDDS,DRXTCALC,1255,DRXTOT,CFQ
CFDDS,DRXTCARB,1255,DRXTOT,CFQ
CFDDS,DRXTCARO,1255,DRXTOT,CFQ
CFDDS,DRXTCHOL,1255,DRXTOT,CFQ
CFDDS,DRXTCOPP,1255,DRXTOT,CFQ
CFDDS,DRXTFIBE,1255,DRXTOT,CFQ
CFDDS,DRXTFOLA,1255,DRXTOT,CFQ
CFDDS,DRXTIRON,1255,DRXTOT,CFQ
CFDDS,DRXTKCAL,1255,DRXTOT,CFQ
CFDDS,DRXTM161,1255,DRXTOT,CFQ
CFDDS,DRXTM181,1255,DRXTOT,CFQ
CFDDS,DRXTM201,1255,DRXTOT,CFQ
CFDDS,DRXTM221,1255,DRXTOT,CFQ
CFDDS,DRXTMAGN,1255,DRXTOT,CFQ
CFDDS,DRXTMFAT,1255,DRXTOT,CFQ
CFDDS,DRXTNIAC,1255,DRXTOT,CFQ
CFDDS,DRXTP182,1255,DRXTOT,CFQ
CFDDS,DRXTP183,1255,DRXTOT,CFQ
CFDDS,DRXTP184,1255,DRXTOT,CFQ
CFDDS,DRXTP204,1255,DRXTOT,CFQ
CFDDS,DRXTP205,1255,DRXTOT,CFQ
CFDDS,DRXTP225,1255,DRXTOT,CFQ
CFDDS,DRXTP226,1255,DRXTOT,CFQ
CFDDS,DRXTPFAT,1255,DRXTOT,CFQ
CFDDS,DRXTPHOS,1255,DRXTOT,CFQ
CFDDS,DRXTPOTA,1255,DRXTOT,CFQ
CFDDS,DRXTPROT,1255,DRXTOT,CFQ
CFDDS,DRXTS040,1255,DRXTOT,CFQ
CFDDS,DRXTS060,1255,DRXTOT,CFQ
CFDDS,DRXTS080,1255,DRXTOT,CFQ
CFDDS,DRXTS100,1255,DRXTOT,CFQ
CFDDS,DRXTS120,1255,DRXTOT,CFQ
CFDDS,DRXTS140,1255,DRXTOT,CFQ
CFDDS,DRXTS160,1255,DRXTOT,CFQ
CFDDS,DRXTS180,1255,DRXTOT,CFQ
CFDDS,DRXTSELE,1255,DRXTOT,CFQ
CFDDS,DRXTSFAT,1255,DRXTOT,CFQ
CFDDS,DRXTTFAT,1255,DRXTOT,CFQ
CFDDS,DRXTTHEO,1255,DRXTOT,CFQ
CFDDS,DRXTVAIU,1255,DRXTOT,CFQ
CFDDS,DRXTVARE,1255,DRXTOT,CFQ
CFDDS,DRXTVB1,1255,DRXTOT,CFQ
CFDDS,DRXTVB12,1255,DRXTOT,CFQ
CFDDS,DRXTVB2,1255,DRXTOT,CFQ
CFDDS,DRXTVB6,1255,DRXTOT,CFQ
CFDDS,DRXTVC,1255,DRXTOT,CFQ
CFDDS,DRXTVE,1255,DRXTOT,CFQ
CFDDS,DRXTWATE,1255,DRXTOT,CFQ
CFDDS,DRXTZINC,1255,DRXTOT,CFQ
CFDDS,HOQ065,1400,HOQ,CFQ
CFDDS,LBDB12SI,1219,LAB06,CFQ
CFDDS,LBXB12,1219,LAB06,CFQ
CFDDS,LBXBCD,1243,LAB06,CFQ
CFDDS,LBXBPB,1243,LAB06,CFQ
CFDDS,LBXCOT,1186,LAB06,CFQ
CFDDS,LBXGTC,1025,LAB06,CFQ
CFDDS,LBXIHG,0,LAB06,CFQ
CFDDS,LBXRPL,961,LAB06,CFQ
CFDDS,LBXRST,757,LAB06,CFQ
CFDDS,LBXTHG,0,LAB06,CFQ
CFDDS,LBXVIA,1209,LAB06,CFQ
CFDDS,LBXVIE,1192,LAB06,CFQ
CFDDS,URXUHG,0,LAB06,CFQ
CFDDS,LBDBHC,379,LAB28POC,CFQ
CFDDS,LBX028,362,LAB28POC,CFQ
CFDDS,LBX052,373,LAB28POC,CFQ
CFDDS,LBX066,376,LAB28POC,CFQ
CFDDS,LBX074,374,LAB28POC,CFQ
CFDDS,LBX099,366,LAB28POC,CFQ
CFDDS,LBX101,378,LAB28POC,CFQ
CFDDS,LBX105,372,LAB28POC,CFQ
CFDDS,LBX118,375,LAB28POC,CFQ
CFDDS,LBX128,378,LAB28POC,CFQ
CFDDS,LBX138,377,LAB28POC,CFQ
CFDDS,LBX146,375,LAB28POC,CFQ
CFDDS,LBX153,377,LAB28POC,CFQ
CFDDS,LBX156,368,LAB28POC,CFQ
CFDDS,LBX157,368,LAB28POC,CFQ
CFDDS,LBX167,366,LAB28POC,CFQ
CFDDS,LBX170,339,LAB28POC,CFQ
CFDDS,LBX172,366,LAB28POC,CFQ
CFDDS,LBX177,362,LAB28POC,CFQ
CFDDS,LBX178,376,LAB28POC,CFQ
CFDDS,LBX180,374,LAB28POC,CFQ
CFDDS,LBX183,375,LAB28POC,CFQ
CFDDS,LBX187,378,LAB28POC,CFQ
CFDDS,LBXD01,377,LAB28POC,CFQ
CFDDS,LBXD03,372,LAB28POC,CFQ
CFDDS,LBXD04,370,LAB28POC,CFQ
CFDDS,LBXD05,375,LAB28POC,CFQ
CFDDS,LBXD07,377,LAB28POC,CFQ
CFDDS,LBXF01,377,LAB28POC,CFQ
CFDDS,LBXF02,379,LAB28POC,CFQ
CFDDS,LBXF03,377,LAB28POC,CFQ
CFDDS,LBXF04,373,LAB28POC,CFQ
CFDDS,LBXF05,376,LAB28POC,CFQ
CFDDS,LBXF06,371,LAB28POC,CFQ
CFDDS,LBXF07,373,LAB28POC,CFQ
CFDDS,LBXF08,328,LAB28POC,CFQ
CFDDS,LBXF10,372,LAB28POC,CFQ
CFDDS,LBXGHC,342,LAB28POC,CFQ
CFDDS,LBXHCB,330,LAB28POC,CFQ
CFDDS,LBXHPE,295,LAB28POC,CFQ
CFDDS,LBXHXC,376,LAB28POC,CFQ
CFDDS,LBXMIR,360,LAB28POC,CFQ
CFDDS,LBXODT,307,LAB28POC,CFQ
CFDDS,LBXOXY,308,LAB28POC,CFQ
CFDDS,LBXPCB,379,LAB28POC,CFQ
CFDDS,LBXPDE,388,LAB28POC,CFQ
CFDDS,LBXPDT,309,LAB28POC,CFQ
CFDDS,LBXTC2,374,LAB28POC,CFQ
CFDDS,LBXTCD,374,LAB28POC,CFQ
CFDDS,LBXTNA,384,LAB28POC,CFQ
CFDDS,LBDHBG,1211,Lab02,CFQ
CFDDS,LBDHCV,1215,Lab02,CFQ
CFDDS,LBDHD,1211,Lab02,CFQ
CFDDS,LBXHBC,1211,Lab02,CFQ
CFDDS,LBXHCR,11,Lab02,CFQ
CFDDS,LBDRUIU,0,LAB19,CFQ
CFDDS,LBXME,0,LAB19,CFQ
CFDDS,LBXVAR,0,LAB19,CFQ
CFDDS,LBXCD4,0,LAB03,CFQ
CFDDS,LBXCD8,0,LAB03,CFQ
CFDDS,LBXHA,1215,L02HPA_a,CFQ
CFDDS,LBXHBS,1209,L02HBS,CFQ
CFDDS,LBXHDT,566,TFA_A,CFQ
CFDDS,LBXOD1,566,TFA_A,CFQ
CFDDS,LBXOD9,559,TFA_A,CFQ
CFDDS,LBXOTT,555,TFA_A,CFQ
CFDDS,LBXHE1,0,lab09,CFQ
CFDDS,LBXHE2,0,lab09,CFQ
CFDDS,LBXLA,0,LAB07,CFQ
CFDDS,LBXTO1,0,LAB17,CFQ
CFDDS,LBXTO3,0,LAB17,CFQ
CFDDS,LBXTO4,0,LAB17,CFQ
CFDDS,LBXTO4IN,0,LAB17,CFQ
CFDDS,LBXTO5,0,LAB17,CFQ
CFDDS,LBXTO5IN,0,LAB17,CFQ
CFDDS,LBXV3A,0,LAB04,CFQ
CFDDS,LBXV4C,0,LAB04,CFQ
CFDDS,LBXVBF,0,LAB04,CFQ
CFDDS,LBXVBM,0,LAB04,CFQ
CFDDS,LBXVBZ,0,LAB04,CFQ
CFDDS,LBXVCF,0,LAB04,CFQ
CFDDS,LBXVCM,0,LAB04,CFQ
CFDDS,LBXVCT,0,LAB04,CFQ
CFDDS,LBXVDB,0,LAB04,CFQ
CFDDS,LBXVEB,0,LAB04,CFQ
CFDDS,LBXVME,0,LAB04,CFQ
CFDDS,LBXVOX,0,LAB04,CFQ
CFDDS,LBXVST,0,LAB04,CFQ
CFDDS,LBXVTC,0,LAB04,CFQ
CFDDS,LBXVTO,0,LAB04,CFQ
CFDDS,LBXVXY,0,LAB04,CFQ
CFDDS,PAQ_home_met,1334,PAQ,CFQ
CFDDS,PAQ_home_week,1334,PAQ,CFQ
CFDDS,PAQ_leisure_met,1343,PAQ,CFQ
CFDDS,PAQ_sedentary_activity_min_per_day,0,PAQ,CFQ
CFDDS,PAQ_strengthening_days,1328,PAQ,CFQ
CFDDS,PAQ_strengthening_met,1328,PAQ,CFQ
CFDDS,PAQ_strengthening_week,1328,PAQ,CFQ
CFDDS,PAQ_total_met,1289,PAQ,CFQ
CFDDS,PAQ_walk_days,1338,PAQ,CFQ
CFDDS,PAQ_walk_days_per_week,1338,PAQ,CFQ
CFDDS,PAQ_walk_met,1338,PAQ,CFQ
CFDDS,PAQ_work_met,1413,PAQ,CFQ
CFDDS,walk_min_per_day,314,PAQ,CFQ
CFDDS,SMD415,221,SMQFAM,CFQ
CFDDS,SMD415A,218,SMQFAM,CFQ
CFDDS,SMD630,0,SMQMEC,CFQ
CFDDS,SMQ670,0,SMQMEC,CFQ
CFDDS,SMQ725,152,SMQMEC,CFQ
CFDDS,SMQ817,5,SMQMEC,CFQ
CFDDS,SMQ840,0,SMQMEC,CFQ
CFDDS,SMQ_current_ever_never,1415,SMQ,CFQ
CFDDS,SMQ_how_long_since_quit_years,575,SMQ,CFQ
CFDDS,URX24D,0,LAB26PP,CFQ
CFDDS,URX25T,0,LAB26PP,CFQ
CFDDS,URX4FP,0,LAB26PP,CFQ
CFDDS,URXCB3,0,LAB26PP,CFQ
CFDDS,URXCCC,0,LAB26PP,CFQ
CFDDS,URXCPM,0,LAB26PP,CFQ
CFDDS,URXDEE,0,LAB26PP,CFQ
CFDDS,URXDIZ,0,LAB26PP,CFQ
CFDDS,URXMAL,0,LAB26PP,CFQ
CFDDS,URXOP1,0,LAB26PP,CFQ
CFDDS,URXOP2,0,LAB26PP,CFQ
CFDDS,URXOP3,0,LAB26PP,CFQ
CFDDS,URXOP4,0,LAB26PP,CFQ
CFDDS,URXOP5,0,LAB26PP,CFQ
CFDDS,URXOP6,0,LAB26PP,CFQ
CFDDS,URXOPM,0,LAB26PP,CFQ
CFDDS,URXPAR,0,LAB26PP,CFQ
CFDDS,URXTCC,0,LAB26PP,CFQ
CFDDS,URXDAZ,414,PHPYPA,CFQ
CFDDS,URXDMA,377,PHPYPA,CFQ
CFDDS,URXEQU,346,PHPYPA,CFQ
CFDDS,URXETD,409,PHPYPA,CFQ
CFDDS,URXETL,414,PHPYPA,CFQ
CFDDS,URXGNS,414,PHPYPA,CFQ
CFDDS,URXMBP,412,PHPYPA,CFQ
CFDDS,URXMCP,412,PHPYPA,CFQ
CFDDS,URXMEP,408,PHPYPA,CFQ
CFDDS,URXMHP,412,PHPYPA,CFQ
CFDDS,URXMNP,412,PHPYPA,CFQ
CFDDS,URXMOP,412,PHPYPA,CFQ
CFDDS,URXMZP,412,PHPYPA,CFQ
CFDDS,URXP09,362,PHPYPA,CFQ
CFDDS,URXUBA,378,LAB06HM,CFQ
CFDDS,URXUBE,430,LAB06HM,CFQ
CFDDS,URXUCO,430,LAB06HM,CFQ
CFDDS,URXUCS,430,LAB06HM,CFQ
CFDDS,URXUMO,382,LAB06HM,CFQ
CFDDS,URXUPB,430,LAB06HM,CFQ
CFDDS,URXUPT,430,LAB06HM,CFQ
CFDDS,URXUSB,392,LAB06HM,CFQ
CFDDS,URXUTL,414,LAB06HM,CFQ
CFDDS,URXUTU,409,LAB06HM,CFQ
CFDDS,URXUCL,0,LAB05,CFQ
CFDDS,URXUGC,0,LAB05,CFQ
CFDDS,DRDTSODI,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTACAR,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTALCO,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTATOC,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTBCAR,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTCAFF,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTCALC,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTCARB,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTCHOL,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTCOPP,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTCRYP,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTFA,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTFDFE,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTFF,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTFIBE,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTFOLA,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTIRON,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTKCAL,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTLYCO,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTLZ,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTM161,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTM181,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTM201,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTM221,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTMAGN,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTMFAT,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTMOIS,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTNIAC,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTNUMF,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTP182,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTP183,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTP184,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTP204,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTP205,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTP225,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTP226,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTPFAT,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTPHOS,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTPOTA,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTPROT,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTRET,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTS040,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTS060,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTS080,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTS100,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTS120,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTS140,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTS160,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTS180,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTSELE,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTSFAT,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTSUGR,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTTFAT,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTTHEO,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTVARA,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTVB1,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTVB12,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTVB2,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTVB6,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTVC,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTVK,1340,DRXTOT_B,CFQ_B
CFDDS,DRXTZINC,1340,DRXTOT_B,CFQ_B
CFDDS,HOQ065,1539,HOQ_B,CFQ_B
CFDDS,LB2ALC,83,VIT_2_B,CFQ_B
CFDDS,LB2BEC,83,VIT_2_B,CFQ_B
CFDDS,LB2CBC,83,VIT_2_B,CFQ_B
CFDDS,LB2CRY,83,VIT_2_B,CFQ_B
CFDDS,LB2GTC,83,VIT_2_B,CFQ_B
CFDDS,LB2LUZ,83,VIT_2_B,CFQ_B
CFDDS,LB2LYC,83,VIT_2_B,CFQ_B
CFDDS,LB2RPL,83,VIT_2_B,CFQ_B
CFDDS,LB2RST,79,VIT_2_B,CFQ_B
CFDDS,LB2VIA,83,VIT_2_B,CFQ_B
CFDDS,LB2VIE,83,VIT_2_B,CFQ_B
CFDDS,LB2B12,84,L06_2_B,CFQ_B
CFDDS,LB2BCD,85,L06_2_B,CFQ_B
CFDDS,LB2BPB,85,L06_2_B,CFQ_B
CFDDS,LB2COT,83,L06_2_B,CFQ_B
CFDDS,LB2THG,0,L06_2_B,CFQ_B
CFDDS,LB2ME,0,L19_2_B,CFQ_B
CFDDS,LB2RU,0,L19_2_B,CFQ_B
CFDDS,LB2VAR,0,L19_2_B,CFQ_B
CFDDS,LB2VID,71,VID_2_B,CFQ_B
CFDDS,LBD199,429,L28POC_B,CFQ_B
CFDDS,LBX052,386,L28POC_B,CFQ_B
CFDDS,LBX066,430,L28POC_B,CFQ_B
CFDDS,LBX074,437,L28POC_B,CFQ_B
CFDDS,LBX087,436,L28POC_B,CFQ_B
CFDDS,LBX099,431,L28POC_B,CFQ_B
CFDDS,LBX101,437,L28POC_B,CFQ_B
CFDDS,LBX105,437,L28POC_B,CFQ_B
CFDDS,LBX110,436,L28POC_B,CFQ_B
CFDDS,LBX118,437,L28POC_B,CFQ_B
CFDDS,LBX128,436,L28POC_B,CFQ_B
CFDDS,LBX138,435,L28POC_B,CFQ_B
CFDDS,LBX146,432,L28POC_B,CFQ_B
CFDDS,LBX149,437,L28POC_B,CFQ_B
CFDDS,LBX151,437,L28POC_B,CFQ_B
CFDDS,LBX153,437,L28POC_B,CFQ_B
CFDDS,LBX156,435,L28POC_B,CFQ_B
CFDDS,LBX157,435,L28POC_B,CFQ_B
CFDDS,LBX167,436,L28POC_B,CFQ_B
CFDDS,LBX170,435,L28POC_B,CFQ_B
CFDDS,LBX172,425,L28POC_B,CFQ_B
CFDDS,LBX177,427,L28POC_B,CFQ_B
CFDDS,LBX178,432,L28POC_B,CFQ_B
CFDDS,LBX180,436,L28POC_B,CFQ_B
CFDDS,LBX183,437,L28POC_B,CFQ_B
CFDDS,LBX187,437,L28POC_B,CFQ_B
CFDDS,LBX189,436,L28POC_B,CFQ_B
CFDDS,LBX194,434,L28POC_B,CFQ_B
CFDDS,LBX195,427,L28POC_B,CFQ_B
CFDDS,LBX196,434,L28POC_B,CFQ_B
CFDDS,LBX206,417,L28POC_B,CFQ_B
CFDDS,LBXALD,426,L28POC_B,CFQ_B
CFDDS,LBXBHC,428,L28POC_B,CFQ_B
CFDDS,LBXD01,361,L28POC_B,CFQ_B
CFDDS,LBXD02,362,L28POC_B,CFQ_B
CFDDS,LBXD03,362,L28POC_B,CFQ_B
CFDDS,LBXD04,361,L28POC_B,CFQ_B
CFDDS,LBXD05,354,L28POC_B,CFQ_B
CFDDS,LBXD07,337,L28POC_B,CFQ_B
CFDDS,LBXDIE,412,L28POC_B,CFQ_B
CFDDS,LBXEND,412,L28POC_B,CFQ_B
CFDDS,LBXF01,358,L28POC_B,CFQ_B
CFDDS,LBXF02,361,L28POC_B,CFQ_B
CFDDS,LBXF03,358,L28POC_B,CFQ_B
CFDDS,LBXF04,357,L28POC_B,CFQ_B
CFDDS,LBXF05,362,L28POC_B,CFQ_B
CFDDS,LBXF06,359,L28POC_B,CFQ_B
CFDDS,LBXF07,361,L28POC_B,CFQ_B
CFDDS,LBXF08,356,L28POC_B,CFQ_B
CFDDS,LBXF09,353,L28POC_B,CFQ_B
CFDDS,LBXF10,352,L28POC_B,CFQ_B
CFDDS,LBXGHC,423,L28POC_B,CFQ_B
CFDDS,LBXHCB,432,L28POC_B,CFQ_B
CFDDS,LBXHPE,423,L28POC_B,CFQ_B
CFDDS,LBXHXC,357,L28POC_B,CFQ_B
CFDDS,LBXMIR,429,L28POC_B,CFQ_B
CFDDS,LBXODT,431,L28POC_B,CFQ_B
CFDDS,LBXOXY,418,L28POC_B,CFQ_B
CFDDS,LBXPCB,357,L28POC_B,CFQ_B
CFDDS,LBXPDE,433,L28POC_B,CFQ_B
CFDDS,LBXPDT,437,L28POC_B,CFQ_B
CFDDS,LBXTC2,356,L28POC_B,CFQ_B
CFDDS,LBXTCD,359,L28POC_B,CFQ_B
CFDDS,LBXTNA,428,L28POC_B,CFQ_B
CFDDS,LBDB12SI,1347,L06_B,CFQ_B
CFDDS,LBXB12,1347,L06_B,CFQ_B
CFDDS,LBXBCD,1364,L06_B,CFQ_B
CFDDS,LBXBPB,1364,L06_B,CFQ_B
CFDDS,LBXCOT,1337,L06_B,CFQ_B
CFDDS,LBXIHG,0,L06_B,CFQ_B
CFDDS,LBXTHG,0,L06_B,CFQ_B
CFDDS,URXUHG,0,L06_B,CFQ_B
CFDDS,LBDHBG,1349,L02_B,CFQ_B
CFDDS,LBDHCV,1349,L02_B,CFQ_B
CFDDS,LBDHD,1349,L02_B,CFQ_B
CFDDS,LBXHBC,1349,L02_B,CFQ_B
CFDDS,LBXHCR,20,L02_B,CFQ_B
CFDDS,LBDRUIU,0,L19_B,CFQ_B
CFDDS,LBXME,0,L19_B,CFQ_B
CFDDS,LBXVAR,0,L19_B,CFQ_B
CFDDS,LBDVIDMS,1335,VID_B,CFQ_B
CFDDS,LBXALC,1344,L06VIT_B,CFQ_B
CFDDS,LBXBEC,1345,L06VIT_B,CFQ_B
CFDDS,LBXCBC,1344,L06VIT_B,CFQ_B
CFDDS,LBXCRY,1341,L06VIT_B,CFQ_B
CFDDS,LBXGTC,1338,L06VIT_B,CFQ_B
CFDDS,LBXLUZ,1344,L06VIT_B,CFQ_B
CFDDS,LBXLYC,1344,L06VIT_B,CFQ_B
CFDDS,LBXRPL,1296,L06VIT_B,CFQ_B
CFDDS,LBXRST,1307,L06VIT_B,CFQ_B
CFDDS,LBXVIA,1346,L06VIT_B,CFQ_B
CFDDS,LBXVIE,1346,L06VIT_B,CFQ_B
CFDDS,LBXBV,0,l34_b,CFQ_B
CFDDS,LBXTV,0,l34_b,CFQ_B
CFDDS,LBXCD4,0,L03_B,CFQ_B
CFDDS,LBXCD8,0,L03_B,CFQ_B
CFDDS,LBXHA,1349,L02HPA_B,CFQ_B
CFDDS,LBXHBS,1349,L02HBS_B,CFQ_B
CFDDS,LBXHE1,0,l09_b,CFQ_B
CFDDS,LBXHE2,0,l09_b,CFQ_B
CFDDS,LBXMS1,1365,L35_B,CFQ_B
CFDDS,LBXSY1,0,L36_B,CFQ_B
CFDDS,LBXTO3,0,L17_B,CFQ_B
CFDDS,LBXTO4,0,L17_B,CFQ_B
CFDDS,LBXTO4IN,0,L17_B,CFQ_B
CFDDS,LBXTO5,0,L17_B,CFQ_B
CFDDS,LBXTO5IN,0,L17_B,CFQ_B
CFDDS,LBXV4C,0,L04VOC_B,CFQ_B
CFDDS,LBXVBF,0,L04VOC_B,CFQ_B
CFDDS,LBXVBM,0,L04VOC_B,CFQ_B
CFDDS,LBXVBZ,0,L04VOC_B,CFQ_B
CFDDS,LBXVCF,0,L04VOC_B,CFQ_B
CFDDS,LBXVCM,0,L04VOC_B,CFQ_B
CFDDS,LBXVCT,0,L04VOC_B,CFQ_B
CFDDS,LBXVDB,0,L04VOC_B,CFQ_B
CFDDS,LBXVEB,0,L04VOC_B,CFQ_B
CFDDS,LBXVME,0,L04VOC_B,CFQ_B
CFDDS,LBXVOX,0,L04VOC_B,CFQ_B
CFDDS,LBXVST,0,L04VOC_B,CFQ_B
CFDDS,LBXVTC,0,L04VOC_B,CFQ_B
CFDDS,LBXVTO,0,L04VOC_B,CFQ_B
CFDDS,LBXVXY,0,L04VOC_B,CFQ_B
